"{'ALTITUDE-DEG': 35.91608384709, 'AZIMUTH-DEG': 227.23181524614, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.18688629322, 'DECLINATION-DEG': 0.35568390162, 'DRA_COSDEC-DEG_PER_SEC': -0.05880847437, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2468576273, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1422.2117341606697, 4396.5699352008605, 4384.595941136976], 'PHASE_ANGLE-DEG': 89.26896719072, 'RANGE-KM': 1814.892246484732, 'RANGE_RATE-KM_PER_SEC': -3.671572201838, 'RIGHT_ASCENSION-DEG': 71.56551756382, 'SATELLITE_GCRS_KM': [-848.3174869878605, 6118.299392761639, 4395.862457005539], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 39.62682714915, 'AZIMUTH-DEG': 233.43482627677, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20557664818, 'DECLINATION-DEG': 6.16431147122, 'DRA_COSDEC-DEG_PER_SEC': -0.06893990844, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2472002083, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1431.6975266869715, 4393.467877794345, 4384.61824766979], 'PHASE_ANGLE-DEG': 90.31940574866, 'RANGE-KM': 1713.740442630634, 'RANGE_RATE-KM_PER_SEC': -3.147808896184, 'RIGHT_ASCENSION-DEG': 69.67458742719, 'SATELLITE_GCRS_KM': [-839.8688671626197, 5991.210406647145, 4568.639860445328], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 39.62682714915, 'AZIMUTH-DEG': 233.43482627677, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20557664818, 'DECLINATION-DEG': 6.16431147122, 'DRA_COSDEC-DEG_PER_SEC': -0.06893990844, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2472002083, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1431.6975266869715, 4393.467877794345, 4384.61824766979], 'PHASE_ANGLE-DEG': 90.31940574866, 'RANGE-KM': 1713.740442630634, 'RANGE_RATE-KM_PER_SEC': -3.147808896184, 'RIGHT_ASCENSION-DEG': 69.67458742719, 'SATELLITE_GCRS_KM': [-839.8688671626197, 5991.210406647145, 4568.639860445328], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 39.63927358712, 'AZIMUTH-DEG': 233.45810595295, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20563910799, 'DECLINATION-DEG': 6.18487641416, 'DRA_COSDEC-DEG_PER_SEC': -0.06897663643, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.247201366, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1431.729569281709, 4393.45736075787, 4384.618323021758], 'PHASE_ANGLE-DEG': 90.3233131787, 'RANGE-KM': 1713.425694787477, 'RANGE_RATE-KM_PER_SEC': -3.14588068547, 'RIGHT_ASCENSION-DEG': 69.66765001657, 'SATELLITE_GCRS_KM': [-839.8391739789107, 5990.772762287264, 4569.217563386486], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 39.65171356011, 'AZIMUTH-DEG': 233.48139300114, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20570153135, 'DECLINATION-DEG': 6.20543932784, 'DRA_COSDEC-DEG_PER_SEC': -0.06901336651, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.247202523, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1431.7615989106505, 4393.446847718312, 4384.6183983432475], 'PHASE_ANGLE-DEG': 90.32722146199, 'RANGE-KM': 1713.111266350067, 'RANGE_RATE-KM_PER_SEC': -3.143952165839, 'RIGHT_ASCENSION-DEG': 69.66071143314, 'SATELLITE_GCRS_KM': [-839.8094850654014, 5990.335239227223, 4569.79499209568], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 39.65171356011, 'AZIMUTH-DEG': 233.48139300114, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20570153135, 'DECLINATION-DEG': 6.20543932784, 'DRA_COSDEC-DEG_PER_SEC': -0.06901336651, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.247202523, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1431.7615989106505, 4393.446847718312, 4384.6183983432475], 'PHASE_ANGLE-DEG': 90.32722146199, 'RANGE-KM': 1713.111266350067, 'RANGE_RATE-KM_PER_SEC': -3.143952165839, 'RIGHT_ASCENSION-DEG': 69.66071143314, 'SATELLITE_GCRS_KM': [-839.8094850654014, 5990.335239227223, 4569.79499209568], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 39.66415707067, 'AZIMUTH-DEG': 233.50470617465, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20576396838, 'DECLINATION-DEG': 6.22601676072, 'DRA_COSDEC-DEG_PER_SEC': -0.06905012824, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2472036807, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1431.7936413520029, 4393.436330214522, 4384.618473694875], 'PHASE_ANGLE-DEG': 90.33113374403, 'RANGE-KM': 1712.79690436604, 'RANGE_RATE-KM_PER_SEC': -3.142021784483, 'RIGHT_ASCENSION-DEG': 69.65376608953, 'SATELLITE_GCRS_KM': [-839.7797765274724, 5989.8974853399495, 4570.372611298845], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 39.67659409846, 'AZIMUTH-DEG': 233.52802672911, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20582636875, 'DECLINATION-DEG': 6.24659215703, 'DRA_COSDEC-DEG_PER_SEC': -0.06908689203, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.247204838, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1431.8256708275187, 4393.42581670787, 4384.618549016022], 'PHASE_ANGLE-DEG': 90.33504687735, 'RANGE-KM': 1712.482861849637, 'RANGE_RATE-KM_PER_SEC': -3.140091093667, 'RIGHT_ASCENSION-DEG': 69.64681957032, 'SATELLITE_GCRS_KM': [-839.7500722663301, 5989.459852804612, 4570.949956293152], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 39.67659409846, 'AZIMUTH-DEG': 233.52802672911, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20582636875, 'DECLINATION-DEG': 6.24659215703, 'DRA_COSDEC-DEG_PER_SEC': -0.06908689203, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.247204838, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1431.8256708275187, 4393.42581670787, 4384.618549016022], 'PHASE_ANGLE-DEG': 90.33504687735, 'RANGE-KM': 1712.482861849637, 'RANGE_RATE-KM_PER_SEC': -3.140091093667, 'RIGHT_ASCENSION-DEG': 69.64681957032, 'SATELLITE_GCRS_KM': [-839.7500722663301, 5989.459852804612, 4570.949956293152], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 39.68903464366, 'AZIMUTH-DEG': 233.55137344483, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20588878264, 'DECLINATION-DEG': 6.26718207531, 'DRA_COSDEC-DEG_PER_SEC': -0.06912368748, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2472059955, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1431.8577131155773, 4393.415298736737, 4384.61862436731], 'PHASE_ANGLE-DEG': 90.33896401139, 'RANGE-KM': 1712.16888615845, 'RANGE_RATE-KM_PER_SEC': -3.138158540205, 'RIGHT_ASCENSION-DEG': 69.63986628176, 'SATELLITE_GCRS_KM': [-839.7203483750685, 5989.021989404971, 4571.52749173854], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 39.70146868819, 'AZIMUTH-DEG': 233.5747275503, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20595115975, 'DECLINATION-DEG': 6.28776994959, 'DRA_COSDEC-DEG_PER_SEC': -0.06916048498, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2472071527, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1431.8897424377606, 4393.404784762961, 4384.618699688116], 'PHASE_ANGLE-DEG': 90.34288199471, 'RANGE-KM': 1711.855229997827, 'RANGE_RATE-KM_PER_SEC': -3.136225678299, 'RIGHT_ASCENSION-DEG': 69.63291181484, 'SATELLITE_GCRS_KM': [-839.6906287672886, 5988.584247410909, 4572.1047529961415], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 39.71390622987, 'AZIMUTH-DEG': 233.5981078529, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20601355019, 'DECLINATION-DEG': 6.30837234854, 'DRA_COSDEC-DEG_PER_SEC': -0.06919731413, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2472083103, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1431.9217845724202, 4393.394266324517, 4384.618775039062], 'PHASE_ANGLE-DEG': 90.34680398062, 'RANGE-KM': 1711.541641035015, 'RANGE_RATE-KM_PER_SEC': -3.134290952127, 'RIGHT_ASCENSION-DEG': 69.62595056939, 'SATELLITE_GCRS_KM': [-839.6608895240247, 5988.146274516483, 4572.682204660554], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 39.72633725307, 'AZIMUTH-DEG': 233.62149555422, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.2060759037, 'DECLINATION-DEG': 6.32897269621, 'DRA_COSDEC-DEG_PER_SEC': -0.06923414533, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2472094675, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1431.9538137412642, 4393.38375188362, 4384.618850359528], 'PHASE_ANGLE-DEG': 90.35072681384, 'RANGE-KM': 1711.228371662865, 'RANGE_RATE-KM_PER_SEC': -3.132355917844, 'RIGHT_ASCENSION-DEG': 69.61898814278, 'SATELLITE_GCRS_KM': [-839.6311545706876, 5987.70842307764, 4573.259382163057], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 39.738771753, 'AZIMUTH-DEG': 233.64490948845, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20613827042, 'DECLINATION-DEG': 6.3495875711, 'DRA_COSDEC-DEG_PER_SEC': -0.0692710082, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.247210625, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1431.985855722419, 4393.373232977902, 4384.618925710132], 'PHASE_ANGLE-DEG': 90.35465365153, 'RANGE-KM': 1710.915169862985, 'RANGE_RATE-KM_PER_SEC': -3.1304190188, 'RIGHT_ASCENSION-DEG': 69.61201892846, 'SATELLITE_GCRS_KM': [-839.6013999763785, 5987.270340704484, 4573.836750025366], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 39.75119971651, 'AZIMUTH-DEG': 233.66833083022, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20620060004, 'DECLINATION-DEG': 6.37020038732, 'DRA_COSDEC-DEG_PER_SEC': -0.0693078731, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2472117823, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1432.0178847380134, 4393.362718069853, 4384.619001030258], 'PHASE_ANGLE-DEG': 90.35858133453, 'RANGE-KM': 1710.602287715452, 'RANGE_RATE-KM_PER_SEC': -3.128481812185, 'RIGHT_ASCENSION-DEG': 69.60504853018, 'SATELLITE_GCRS_KM': [-839.5716496785831, 5986.83237983899, 4574.413843748912], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 39.76363113632, 'AZIMUTH-DEG': 233.69177844074, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.2062629427, 'DECLINATION-DEG': 6.39082773335, 'DRA_COSDEC-DEG_PER_SEC': -0.06934476968, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.24721294, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1432.0499265657577, 4393.35219869683, 4384.6190763805225], 'PHASE_ANGLE-DEG': 90.36251302388, 'RANGE-KM': 1710.289473513624, 'RANGE_RATE-KM_PER_SEC': -3.126542739416, 'RIGHT_ASCENSION-DEG': 69.598071335, 'SATELLITE_GCRS_KM': [-839.5418797343598, 5986.394188003682, 4574.991127787288], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 39.77605600176, 'AZIMUTH-DEG': 233.71523346759, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20632524816, 'DECLINATION-DEG': 6.41145301332, 'DRA_COSDEC-DEG_PER_SEC': -0.06938166828, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.247214097, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1432.0819554278992, 4393.341683321701, 4384.619151700306], 'PHASE_ANGLE-DEG': 90.36644555652, 'RANGE-KM': 1709.976979024983, 'RANGE_RATE-KM_PER_SEC': -3.124603360152, 'RIGHT_ASCENSION-DEG': 69.59109295305, 'SATELLITE_GCRS_KM': [-839.5121140934663, 5985.956117727554, 4575.568137710745], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 39.78848430306, 'AZIMUTH-DEG': 233.73871479919, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20638756648, 'DECLINATION-DEG': 6.43209282578, 'DRA_COSDEC-DEG_PER_SEC': -0.06941859857, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2472152547, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1432.1139971023206, 4393.331163481341, 4384.61922705023], 'PHASE_ANGLE-DEG': 90.37038209741, 'RANGE-KM': 1709.664552854085, 'RANGE_RATE-KM_PER_SEC': -3.122662113416, 'RIGHT_ASCENSION-DEG': 69.58410776493, 'SATELLITE_GCRS_KM': [-839.4823288001053, 5985.517816443543, 4576.145337907498], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 39.80090603193, 'AZIMUTH-DEG': 233.76220355578, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20644984746, 'DECLINATION-DEG': 6.45273056464, 'DRA_COSDEC-DEG_PER_SEC': -0.06945553086, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.247216412, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1432.1460258111028, 4393.320647639095, 4384.619302369673], 'PHASE_ANGLE-DEG': 90.37431947954, 'RANGE-KM': 1709.35244645868, 'RANGE_RATE-KM_PER_SEC': -3.120720561018, 'RIGHT_ASCENSION-DEG': 69.57712138728, 'SATELLITE_GCRS_KM': [-839.4525478170376, 5985.079636772318, 4576.722264010435], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 39.8133311761, 'AZIMUTH-DEG': 233.785718653, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20651214112, 'DECLINATION-DEG': 6.47338283859, 'DRA_COSDEC-DEG_PER_SEC': -0.06949249486, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2472175695, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1432.1780673320989, 4393.310127331435, 4384.619377719256], 'PHASE_ANGLE-DEG': 90.37826087179, 'RANGE-KM': 1709.040408754162, 'RANGE_RATE-KM_PER_SEC': -3.118777139754, 'RIGHT_ASCENSION-DEG': 69.57012819421, 'SATELLITE_GCRS_KM': [-839.4227471759746, 5984.641226056678, 4577.299380343071], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 39.83817167805, 'AZIMUTH-DEG': 233.83279009125, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20663666602, 'DECLINATION-DEG': 6.51469776184, 'DRA_COSDEC-DEG_PER_SEC': -0.06956645855, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.247219885, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1432.2421372549777, 4393.289090247154, 4384.6195283875995], 'PHASE_ANGLE-DEG': 90.38614934665, 'RANGE-KM': 1708.417042084271, 'RANGE_RATE-KM_PER_SEC': -3.11488781747, 'RIGHT_ASCENSION-DEG': 69.55613259871, 'SATELLITE_GCRS_KM': [-839.3631348640953, 5983.764416876265, 4578.453255050376], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 39.85058701773, 'AZIMUTH-DEG': 233.85634644097, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20669889711, 'DECLINATION-DEG': 6.53536040366, 'DRA_COSDEC-DEG_PER_SEC': -0.06960345822, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2472210415, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1432.2741656571166, 4393.278573470654, 4384.61960370636], 'PHASE_ANGLE-DEG': 90.39009642722, 'RANGE-KM': 1708.105713179655, 'RANGE_RATE-KM_PER_SEC': -3.112941917011, 'RIGHT_ASCENSION-DEG': 69.54913019345, 'SATELLITE_GCRS_KM': [-839.3333231998274, 5983.326018463018, 4579.030013448925], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 39.86300573132, 'AZIMUTH-DEG': 233.879929203, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20676114058, 'DECLINATION-DEG': 6.55603758554, 'DRA_COSDEC-DEG_PER_SEC': -0.06964048964, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.247222199, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1432.3062068711415, 4393.268052228433, 4384.619679055259], 'PHASE_ANGLE-DEG': 90.3940475216, 'RANGE-KM': 1707.794453714394, 'RANGE_RATE-KM_PER_SEC': -3.110994145948, 'RIGHT_ASCENSION-DEG': 69.54212095426, 'SATELLITE_GCRS_KM': [-839.3034918665136, 5982.887388934428, 4579.6069619871905], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 39.87541781815, 'AZIMUTH-DEG': 233.90351941602, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20682334625, 'DECLINATION-DEG': 6.5767126713, 'DRA_COSDEC-DEG_PER_SEC': -0.06967752299, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2472233563, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1432.3382351197977, 4393.2575349848585, 4384.619754373681], 'PHASE_ANGLE-DEG': 90.39799945106, 'RANGE-KM': 1707.483514207249, 'RANGE_RATE-KM_PER_SEC': -3.109046070573, 'RIGHT_ASCENSION-DEG': 69.53511051706, 'SATELLITE_GCRS_KM': [-839.2736648634855, 5982.448881174226, 4580.183636501894], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 39.88783325809, 'AZIMUTH-DEG': 233.92713607722, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20688556417, 'DECLINATION-DEG': 6.59740229957, 'DRA_COSDEC-DEG_PER_SEC': -0.06971458811, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.247224514, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1432.3702761804752, 4393.24701327531, 4384.619829722241], 'PHASE_ANGLE-DEG': 90.40195539618, 'RANGE-KM': 1707.172644513975, 'RANGE_RATE-KM_PER_SEC': -3.107096124075, 'RIGHT_ASCENSION-DEG': 69.52809323664, 'SATELLITE_GCRS_KM': [-839.2438181855223, 5982.010142262756, 4580.760501111982], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 39.90024205308, 'AZIMUTH-DEG': 233.95076019798, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20694774416, 'DECLINATION-DEG': 6.61808982415, 'DRA_COSDEC-DEG_PER_SEC': -0.06975165515, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.247225671, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1432.4023042757449, 4393.236495564633, 4384.619905040319], 'PHASE_ANGLE-DEG': 90.40591217432, 'RANGE-KM': 1706.862094839389, 'RANGE_RATE-KM_PER_SEC': -3.105145874047, 'RIGHT_ASCENSION-DEG': 69.52107475539, 'SATELLITE_GCRS_KM': [-839.2139758446967, 5981.5715251716865, 4581.337091721711], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 39.91265418029, 'AZIMUTH-DEG': 233.97441080278, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20700993619, 'DECLINATION-DEG': 6.63879189368, 'DRA_COSDEC-DEG_PER_SEC': -0.06978875396, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2472268287, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1432.4343451829707, 4393.225973387789, 4384.619980388538], 'PHASE_ANGLE-DEG': 90.40987296992, 'RANGE-KM': 1706.551615353086, 'RANGE_RATE-KM_PER_SEC': -3.10319375118, 'RIGHT_ASCENSION-DEG': 69.5140494216, 'SATELLITE_GCRS_KM': [-839.184113823451, 5981.132676893374, 4581.913872382511], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 39.92506463614, 'AZIMUTH-DEG': 233.9980783995, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20707211519, 'DECLINATION-DEG': 6.65950018318, 'DRA_COSDEC-DEG_PER_SEC': -0.06982586962, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2472279863, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1432.4663860133521, 4393.215450977289, 4384.6200557365855], 'PHASE_ANGLE-DEG': 90.41383619116, 'RANGE-KM': 1706.241331171948, 'RANGE_RATE-KM_PER_SEC': -3.101240540017, 'RIGHT_ASCENSION-DEG': 69.50702005575, 'SATELLITE_GCRS_KM': [-839.1542441292858, 5980.693773925627, 4582.490611053676], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 39.93746841963, 'AZIMUTH-DEG': 234.02175346851, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20713425601, 'DECLINATION-DEG': 6.68020635755, 'DRA_COSDEC-DEG_PER_SEC': -0.06986298718, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2472291435, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1432.4984138785117, 4393.204932565912, 4384.620131054154], 'PHASE_ANGLE-DEG': 90.41780024228, 'RANGE-KM': 1705.931367101224, 'RANGE_RATE-KM_PER_SEC': -3.099287026141, 'RIGHT_ASCENSION-DEG': 69.49998948483, 'SATELLITE_GCRS_KM': [-839.1243787822776, 5980.254992857393, 4583.067075757946], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 39.9498755039, 'AZIMUTH-DEG': 234.04545507539, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20719640869, 'DECLINATION-DEG': 6.70092708048, 'DRA_COSDEC-DEG_PER_SEC': -0.06990013654, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.247230301, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1432.530454555528, 4393.19440968809, 4384.620206401861], 'PHASE_ANGLE-DEG': 90.4217683136, 'RANGE-KM': 1705.621473780198, 'RANGE_RATE-KM_PER_SEC': -3.097331638546, 'RIGHT_ASCENSION-DEG': 69.49295204736, 'SATELLITE_GCRS_KM': [-839.0944937461978, 5979.8159805469495, 4583.643730448158], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 39.96227589748, 'AZIMUTH-DEG': 234.06916416299, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20725852304, 'DECLINATION-DEG': 6.72164568057, 'DRA_COSDEC-DEG_PER_SEC': -0.06993728778, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2472314583, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1432.5624822672812, 4393.183890809612, 4384.620281719089], 'PHASE_ANGLE-DEG': 90.42573721269, 'RANGE-KM': 1705.311900630606, 'RANGE_RATE-KM_PER_SEC': -3.095375948642, 'RIGHT_ASCENSION-DEG': 69.48591340199, 'SATELLITE_GCRS_KM': [-839.0646130642026, 5979.377090189066, 4584.220111193333], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 39.97467957079, 'AZIMUTH-DEG': 234.09289982432, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20732064905, 'DECLINATION-DEG': 6.74237883161, 'DRA_COSDEC-DEG_PER_SEC': -0.06997447081, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.247232616, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1432.5945227907303, 4393.1733674645375, 4384.620357066454], 'PHASE_ANGLE-DEG': 90.42971013378, 'RANGE-KM': 1705.002398605325, 'RANGE_RATE-KM_PER_SEC': -3.093418383683, 'RIGHT_ASCENSION-DEG': 69.47886788072, 'SATELLITE_GCRS_KM': [-839.0347126873534, 5978.937968552535, 4584.7966818807945], 'TLE-DATE': '2024-03-08 00:36:11'}"
