"{'ALTITUDE-DEG': 48.33513998784, 'AZIMUTH-DEG': 286.93832778658, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.23007029649, 'DECLINATION-DEG': 40.89485165626, 'DRA_COSDEC-DEG_PER_SEC': -0.13858074317, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.253065972, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1518.1975070025246, 4364.12794889517, 4384.821382261153], 'PHASE_ANGLE-DEG': 97.83123845571, 'RANGE-KM': 1528.728196351694, 'RANGE_RATE-KM_PER_SEC': 0.686816679068, 'RIGHT_ASCENSION-DEG': 51.82243861019, 'SATELLITE_GCRS_KM': [-803.9300863772578, 5272.531746561602, 5385.638293858494], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 45.99019816318, 'AZIMUTH-DEG': 301.07695323666, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20135465103, 'DECLINATION-DEG': 49.00991983469, 'DRA_COSDEC-DEG_PER_SEC': -0.15605042219, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2534987847, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1530.0918031577635, 4359.943819913139, 4384.849363437916], 'PHASE_ANGLE-DEG': 99.95991394673, 'RANGE-KM': 1573.436455914542, 'RANGE_RATE-KM_PER_SEC': 1.689458160582, 'RIGHT_ASCENSION-DEG': 43.98631799756, 'SATELLITE_GCRS_KM': [-787.5176506598683, 5076.696734613975, 5572.515633107476], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 45.98994214024, 'AZIMUTH-DEG': 301.07800418267, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20135172595, 'DECLINATION-DEG': 49.01052742334, 'DRA_COSDEC-DEG_PER_SEC': -0.1560517344, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2534988197, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1530.0927624736055, 4359.943480978108, 4384.849365694751], 'PHASE_ANGLE-DEG': 99.96007805081, 'RANGE-KM': 1573.441553974173, 'RANGE_RATE-KM_PER_SEC': 1.689535062747, 'RIGHT_ASCENSION-DEG': 43.98560010717, 'SATELLITE_GCRS_KM': [-787.5162854187466, 5076.68066713179, 5572.530427883569], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 45.98968952203, 'AZIMUTH-DEG': 301.07904109986, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20134883983, 'DECLINATION-DEG': 49.01112690208, 'DRA_COSDEC-DEG_PER_SEC': -0.15605302912, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.253498854, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1530.0937089984807, 4359.9431465620055, 4384.849367921494], 'PHASE_ANGLE-DEG': 99.96023996538, 'RANGE-KM': 1573.446584286452, 'RANGE_RATE-KM_PER_SEC': 1.689610939114, 'RIGHT_ASCENSION-DEG': 43.98489177425, 'SATELLITE_GCRS_KM': [-787.5149383746166, 5076.664813843622, 5572.54502534831], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 45.98171041809, 'AZIMUTH-DEG': 301.11176585141, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20125768572, 'DECLINATION-DEG': 49.03004656989, 'DRA_COSDEC-DEG_PER_SEC': -0.15609388948, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.253499942, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1530.1235884488565, 4359.932589753612, 4384.849438214273], 'PHASE_ANGLE-DEG': 99.96535048235, 'RANGE-KM': 1573.605495129686, 'RANGE_RATE-KM_PER_SEC': 1.692005783811, 'RIGHT_ASCENSION-DEG': 43.96252401927, 'SATELLITE_GCRS_KM': [-787.4724121839404, 5076.16434293731, 5573.005808573868], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 45.98145409323, 'AZIMUTH-DEG': 301.11281625413, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20125878664, 'DECLINATION-DEG': 49.03065386589, 'DRA_COSDEC-DEG_PER_SEC': -0.15609836262, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.253499977, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1530.124547762226, 4359.932250811586, 4384.849440471101], 'PHASE_ANGLE-DEG': 99.96551453792, 'RANGE-KM': 1573.610600876502, 'RANGE_RATE-KM_PER_SEC': 1.692116586862, 'RIGHT_ASCENSION-DEG': 43.96180563851, 'SATELLITE_GCRS_KM': [-787.471046725638, 5076.148274057117, 5573.02060180913], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 45.98119775927, 'AZIMUTH-DEG': 301.11386664041, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20125182947, 'DECLINATION-DEG': 49.03126115304, 'DRA_COSDEC-DEG_PER_SEC': -0.15609651253, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2535000117, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1530.1255070755221, 4359.931911869347, 4384.84944272793], 'PHASE_ANGLE-DEG': 99.96567859202, 'RANGE-KM': 1573.615706855058, 'RANGE_RATE-KM_PER_SEC': 1.692159536982, 'RIGHT_ASCENSION-DEG': 43.96108724297, 'SATELLITE_GCRS_KM': [-787.4696812609516, 5076.13220513531, 5573.035394997344], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 45.97320925487, 'AZIMUTH-DEG': 301.14657446122, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20116058112, 'DECLINATION-DEG': 49.05017169876, 'DRA_COSDEC-DEG_PER_SEC': -0.15613735111, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2535010995, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1530.1553864489974, 4359.921354842992, 4384.8495130205365], 'PHASE_ANGLE-DEG': 99.97078759691, 'RANGE-KM': 1573.774857191164, 'RANGE_RATE-KM_PER_SEC': 1.694553588688, 'RIGHT_ASCENSION-DEG': 43.93870420322, 'SATELLITE_GCRS_KM': [-787.4271483071177, 5075.631690630678, 5573.496130245523], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 45.97295262844, 'AZIMUTH-DEG': 301.14762432017, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20115765001, 'DECLINATION-DEG': 49.05077870172, 'DRA_COSDEC-DEG_PER_SEC': -0.15613866194, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2535011345, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1530.1563457597986, 4359.921015894003, 4384.849515277359], 'PHASE_ANGLE-DEG': 99.9709516039, 'RANGE-KM': 1573.779970625711, 'RANGE_RATE-KM_PER_SEC': 1.694630440192, 'RIGHT_ASCENSION-DEG': 43.93798533163, 'SATELLITE_GCRS_KM': [-787.4257826317307, 5075.6156203514, 5573.5109219397855], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 45.97269941477, 'AZIMUTH-DEG': 301.14866016498, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20115475794, 'DECLINATION-DEG': 49.05137760267, 'DRA_COSDEC-DEG_PER_SEC': -0.1561399553, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2535011694, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1530.1572922797968, 4359.920681464097, 4384.849517504091], 'PHASE_ANGLE-DEG': 99.9711134227, 'RANGE-KM': 1573.785016108635, 'RANGE_RATE-KM_PER_SEC': 1.694706266464, 'RIGHT_ASCENSION-DEG': 43.93727603045, 'SATELLITE_GCRS_KM': [-787.424435158965, 5075.599764300278, 5573.525516366669], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 45.96469810248, 'AZIMUTH-DEG': 301.18136504331, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20106337634, 'DECLINATION-DEG': 49.07028711014, 'DRA_COSDEC-DEG_PER_SEC': -0.15618078954, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.253502257, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1530.1871843670995, 4359.910119700484, 4384.849587826618], 'PHASE_ANGLE-DEG': 99.97622310074, 'RANGE-KM': 1573.944474042562, 'RANGE_RATE-KM_PER_SEC': 1.697100549349, 'RIGHT_ASCENSION-DEG': 43.91486811315, 'SATELLITE_GCRS_KM': [-787.3818772328643, 5075.098991929009, 5573.986400856483], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 45.9644446007, 'AZIMUTH-DEG': 301.18240036744, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20106048137, 'DECLINATION-DEG': 49.07088573035, 'DRA_COSDEC-DEG_PER_SEC': -0.15618208223, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2535022916, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1530.1881308847312, 4359.909785263883, 4384.849590053344], 'PHASE_ANGLE-DEG': 99.97638487298, 'RANGE-KM': 1573.949526879215, 'RANGE_RATE-KM_PER_SEC': 1.697176351219, 'RIGHT_ASCENSION-DEG': 43.9141583421, 'SATELLITE_GCRS_KM': [-787.3805295525543, 5075.083134539885, 5574.000993808052], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 45.96418766417, 'AZIMUTH-DEG': 301.1834496662, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20105754716, 'DECLINATION-DEG': 49.07149243127, 'DRA_COSDEC-DEG_PER_SEC': -0.15618339234, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2535023266, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1530.1890901930835, 4359.909446307655, 4384.849592310163], 'PHASE_ANGLE-DEG': 99.97654882992, 'RANGE-KM': 1573.954648228152, 'RANGE_RATE-KM_PER_SEC': 1.697253176446, 'RIGHT_ASCENSION-DEG': 43.91343896478, 'SATELLITE_GCRS_KM': [-787.3791636535248, 5075.067062818737, 5574.0157839164885], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 45.95618040602, 'AZIMUTH-DEG': 301.21612360362, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20096611058, 'DECLINATION-DEG': 49.09038470831, 'DRA_COSDEC-DEG_PER_SEC': -0.15622418725, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2535034143, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1530.2189694124947, 4359.898888845566, 4384.849662602425], 'PHASE_ANGLE-DEG': 99.98165480669, 'RANGE-KM': 1574.114277216182, 'RANGE_RATE-KM_PER_SEC': 1.699645640447, 'RIGHT_ASCENSION-DEG': 43.89102533923, 'SATELLITE_GCRS_KM': [-787.3366171767677, 5074.566461146903, 5574.476423218314], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 45.95592317792, 'AZIMUTH-DEG': 301.21717237441, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20096317346, 'DECLINATION-DEG': 49.09099112443, 'DRA_COSDEC-DEG_PER_SEC': -0.1562254967, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2535034493, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1530.2199287184483, 4359.898549882552, 4384.849664859237], 'PHASE_ANGLE-DEG': 99.98181871641, 'RANGE-KM': 1574.119406015929, 'RANGE_RATE-KM_PER_SEC': 1.699722441218, 'RIGHT_ASCENSION-DEG': 43.89030548543, 'SATELLITE_GCRS_KM': [-787.3352510673408, 5074.550388069162, 5574.491211831961], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 45.95566937065, 'AZIMUTH-DEG': 301.2182071455, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20096027538, 'DECLINATION-DEG': 49.09158944633, 'DRA_COSDEC-DEG_PER_SEC': -0.15622678864, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2535034837, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1530.220875233569, 4359.898215438845, 4384.8496670859595], 'PHASE_ANGLE-DEG': 99.98198043921, 'RANGE-KM': 1574.124466658856, 'RANGE_RATE-KM_PER_SEC': 1.699798216781, 'RIGHT_ASCENSION-DEG': 43.88959521514, 'SATELLITE_GCRS_KM': [-787.3339031662686, 5074.534529257553, 5574.505803218715], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 45.94764932557, 'AZIMUTH-DEG': 301.25087810677, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20086870562, 'DECLINATION-DEG': 49.11048065842, 'DRA_COSDEC-DEG_PER_SEC': -0.1562675791, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.253504572, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1530.2507671668345, 4359.887653239281, 4384.849737408142], 'PHASE_ANGLE-DEG': 99.98708708472, 'RANGE-KM': 1574.284403290268, 'RANGE_RATE-KM_PER_SEC': 1.702190909675, 'RIGHT_ASCENSION-DEG': 43.86715668417, 'SATELLITE_GCRS_KM': [-787.2913317125684, 5074.033669692171, 5574.966591711509], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 45.94739523104, 'AZIMUTH-DEG': 301.25191235672, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20086580465, 'DECLINATION-DEG': 49.11107869908, 'DRA_COSDEC-DEG_PER_SEC': -0.15626887036, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2535046064, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1530.25171367959, 4359.887318788877, 4384.8497396348575], 'PHASE_ANGLE-DEG': 99.98724876094, 'RANGE-KM': 1574.289471282636, 'RANGE_RATE-KM_PER_SEC': 1.702266660825, 'RIGHT_ASCENSION-DEG': 43.86644594347, 'SATELLITE_GCRS_KM': [-787.2899836036987, 5074.01780954096, 5574.981181624435], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 45.94713769384, 'AZIMUTH-DEG': 301.2529605666, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20086286441, 'DECLINATION-DEG': 49.1116848125, 'DRA_COSDEC-DEG_PER_SEC': -0.15627017907, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2535046414, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1530.2526729829017, 4359.886979818692, 4384.849741891663], 'PHASE_ANGLE-DEG': 99.98741262049, 'RANGE-KM': 1574.294607991098, 'RANGE_RATE-KM_PER_SEC': 1.702343435042, 'RIGHT_ASCENSION-DEG': 43.86572558349, 'SATELLITE_GCRS_KM': [-787.2886172706505, 5074.001735022945, 5574.9959686508055], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 45.93911173983, 'AZIMUTH-DEG': 301.28560058259, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20077123988, 'DECLINATION-DEG': 49.13055878323, 'DRA_COSDEC-DEG_PER_SEC': -0.15631093012, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.253505729, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1530.2825520484369, 4359.876421920806, 4384.849812183583], 'PHASE_ANGLE-DEG': 99.99251556296, 'RANGE-KM': 1574.454715313116, 'RANGE_RATE-KM_PER_SEC': 1.704734308157, 'RIGHT_ASCENSION-DEG': 43.84328134251, 'SATELLITE_GCRS_KM': [-787.2460572728687, 5073.501046202176, 5575.45651198945], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 45.93885391193, 'AZIMUTH-DEG': 301.28664826399, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20076829672, 'DECLINATION-DEG': 49.13116461131, 'DRA_COSDEC-DEG_PER_SEC': -0.15631223815, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.253505764, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1530.283511349447, 4359.876082943802, 4384.849814440386], 'PHASE_ANGLE-DEG': 99.99267937523, 'RANGE-KM': 1574.459859467974, 'RANGE_RATE-KM_PER_SEC': 1.704811057608, 'RIGHT_ASCENSION-DEG': 43.84256050552, 'SATELLITE_GCRS_KM': [-787.244690729115, 5073.484970326623, 5575.471297521937], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 45.93056079292, 'AZIMUTH-DEG': 301.32031896661, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20067765223, 'DECLINATION-DEG': 49.15063523211, 'DRA_COSDEC-DEG_PER_SEC': -0.15635744201, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.253506887, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1530.3143496388134, 4359.865185850811, 4384.8498869889345], 'PHASE_ANGLE-DEG': 99.9979446088, 'RANGE-KM': 1574.625350271801, 'RANGE_RATE-KM_PER_SEC': 1.707312114287, 'RIGHT_ASCENSION-DEG': 43.81938009087, 'SATELLITE_GCRS_KM': [-787.2007574197105, 5072.968162012721, 5575.946578348137], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 45.93030610753, 'AZIMUTH-DEG': 301.32135214103, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20067478454, 'DECLINATION-DEG': 49.15123269194, 'DRA_COSDEC-DEG_PER_SEC': -0.15635868899, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2535069217, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1530.3152961466913, 4359.864851386602, 4384.849889215639], 'PHASE_ANGLE-DEG': 99.99810618871, 'RANGE-KM': 1574.630433408892, 'RANGE_RATE-KM_PER_SEC': 1.70738804244, 'RIGHT_ASCENSION-DEG': 43.81866837969, 'SATELLITE_GCRS_KM': [-787.1994088828876, 5072.952299102479, 5575.961165219549], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 45.92200337952, 'AZIMUTH-DEG': 301.35500531787, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20057596966, 'DECLINATION-DEG': 49.17069384355, 'DRA_COSDEC-DEG_PER_SEC': -0.15639757933, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.253508044, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1530.3461343567092, 4359.853954068747, 4384.849961764012], 'PHASE_ANGLE-DEG': 100.00336985287, 'RANGE-KM': 1574.796170804654, 'RANGE_RATE-KM_PER_SEC': 1.709819584945, 'RIGHT_ASCENSION-DEG': 43.79547215008, 'SATELLITE_GCRS_KM': [-787.1554685982927, 5072.435445835606, 5576.436396523104], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 45.92174495367, 'AZIMUTH-DEG': 301.35605190877, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20057302042, 'DECLINATION-DEG': 49.17129908244, 'DRA_COSDEC-DEG_PER_SEC': -0.1563988859, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2535080793, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1530.3470936527765, 4359.853615077753, 4384.849964020802], 'PHASE_ANGLE-DEG': 100.00353356747, 'RANGE-KM': 1574.801330304561, 'RANGE_RATE-KM_PER_SEC': 1.709896282795, 'RIGHT_ASCENSION-DEG': 43.79475032892, 'SATELLITE_GCRS_KM': [-787.1541016204922, 5072.419367161502, 5576.45117897505], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 45.91343262779, 'AZIMUTH-DEG': 301.38968754302, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.2004781652, 'DECLINATION-DEG': 49.19075075126, 'DRA_COSDEC-DEG_PER_SEC': -0.15644087737, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2535092016, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1530.3779317832173, 4359.84271753501, 4384.850036568997], 'PHASE_ANGLE-DEG': 100.00879565998, 'RANGE-KM': 1574.967314308395, 'RANGE_RATE-KM_PER_SEC': 1.712361460585, 'RIGHT_ASCENSION-DEG': 43.77153827047, 'SATELLITE_GCRS_KM': [-787.1101543582913, 5071.902468930858, 5576.926360729365], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 45.91317735332, 'AZIMUTH-DEG': 301.39071964089, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20047525235, 'DECLINATION-DEG': 49.19134762915, 'DRA_COSDEC-DEG_PER_SEC': -0.15644216585, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.253509236, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1530.3788782862152, 4359.842383056997, 4384.85003879569], 'PHASE_ANGLE-DEG': 100.00895714347, 'RANGE-KM': 1574.972412581068, 'RANGE_RATE-KM_PER_SEC': 1.712437110814, 'RIGHT_ASCENSION-DEG': 43.77082558777, 'SATELLITE_GCRS_KM': [-787.1088053928943, 5071.886603259709, 5576.940944561061], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 45.90485544833, 'AZIMUTH-DEG': 301.4243377303, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20038030044, 'DECLINATION-DEG': 49.21078980946, 'DRA_COSDEC-DEG_PER_SEC': -0.15648413442, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2535103587, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1530.4097163373033, 4359.831485289392, 4384.850111343709], 'PHASE_ANGLE-DEG': 100.01421766345, 'RANGE-KM': 1575.138643012235, 'RANGE_RATE-KM_PER_SEC': 1.714901463591, 'RIGHT_ASCENSION-DEG': 43.74759769914, 'SATELLITE_GCRS_KM': [-787.0648511562517, 5071.369660084918, 5577.416076784632], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 45.90459642641, 'AZIMUTH-DEG': 301.42538322934, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.2003773452, 'DECLINATION-DEG': 49.21139445785, 'DRA_COSDEC-DEG_PER_SEC': -0.15648543958, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2535103937, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1530.4106756283281, 4359.83114628444, 4384.850113600486], 'PHASE_ANGLE-DEG': 100.01438128019, 'RANGE-KM': 1575.143817846222, 'RANGE_RATE-KM_PER_SEC': 1.714978110231, 'RIGHT_ASCENSION-DEG': 43.74687489297, 'SATELLITE_GCRS_KM': [-787.0634837445604, 5071.353578615403, 5577.430856153175], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 45.89626495342, 'AZIMUTH-DEG': 301.4589837573, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20028229665, 'DECLINATION-DEG': 49.23082713611, 'DRA_COSDEC-DEG_PER_SEC': -0.15652738523, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2535115164, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1530.4415135999307, 4359.820248291916, 4384.850186148327], 'PHASE_ANGLE-DEG': 100.01964022544, 'RANGE-KM': 1575.310294721034, 'RANGE_RATE-KM_PER_SEC': 1.717441637069, 'RIGHT_ASCENSION-DEG': 43.72363116025, 'SATELLITE_GCRS_KM': [-787.0195225309525, 5070.836590484413, 5577.9059388205615], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 45.89600909174, 'AZIMUTH-DEG': 301.46001477742, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20027937786, 'DECLINATION-DEG': 49.23142343085, 'DRA_COSDEC-DEG_PER_SEC': -0.15652867229, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.253511551, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1530.442460098052, 4359.819913800099, 4384.8501883750105], 'PHASE_ANGLE-DEG': 100.01980161228, 'RANGE-KM': 1575.315408118803, 'RANGE_RATE-KM_PER_SEC': 1.717517236491, 'RIGHT_ASCENSION-DEG': 43.72291750513, 'SATELLITE_GCRS_KM': [-787.018173137428, 5070.820722053519, 5577.920519611433], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 45.88766806956, 'AZIMUTH-DEG': 301.49359774156, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.20018423279, 'DECLINATION-DEG': 49.2508466012, 'DRA_COSDEC-DEG_PER_SEC': -0.15657059497, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.253512674, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1530.473297990105, 4359.809015582781, 4384.850260922673], 'PHASE_ANGLE-DEG': 100.02505898188, 'RANGE-KM': 1575.482131255276, 'RANGE_RATE-KM_PER_SEC': 1.719979936923, 'RIGHT_ASCENSION-DEG': 43.69965792717, 'SATELLITE_GCRS_KM': [-786.9742049501252, 5070.303688989787, 5578.395552737637], 'TLE-DATE': '2024-03-08 00:36:11'}"
