"{'ALTITUDE-DEG': 56.10179115655, 'AZIMUTH-DEG': 116.34534074364, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.27414219485, 'DECLINATION-DEG': 23.26755803984, 'DRA_COSDEC-DEG_PER_SEC': 0.08478041819, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.20371066, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-109.65570843869496, 4622.497193704873, 4381.516894721358], 'PHASE_ANGLE-DEG': 37.08170414017, 'RANGE-KM': 1408.051039451366, 'RANGE_RATE-KM_PER_SEC': -1.770009138515, 'RIGHT_ASCENSION-DEG': 124.37635523643, 'SATELLITE_GCRS_KM': [-840.0195155166978, 5690.111491010921, 4937.732816102907], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 59.81944121295, 'AZIMUTH-DEG': 97.15486452108, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.28614266904, 'DECLINATION-DEG': 33.54286303033, 'DRA_COSDEC-DEG_PER_SEC': 0.1035495707, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2041330673, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-121.95678078410862, 4622.161721326298, 4381.545679832402], 'PHASE_ANGLE-DEG': 38.41609859117, 'RANGE-KM': 1363.700524991529, 'RANGE_RATE-KM_PER_SEC': -0.642098152549, 'RIGHT_ASCENSION-DEG': 128.28840958304, 'SATELLITE_GCRS_KM': [-826.2215972735462, 5514.286629616923, 5135.07294418634], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 59.81961675582, 'AZIMUTH-DEG': 97.15310359899, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.28614291584, 'DECLINATION-DEG': 33.54371496166, 'DRA_COSDEC-DEG_PER_SEC': 0.10355119641, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2041331017, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-121.95778423768782, 4622.1616926238985, 4381.545682180584], 'PHASE_ANGLE-DEG': 38.41631116179, 'RANGE-KM': 1363.698613435666, 'RANGE_RATE-KM_PER_SEC': -0.642002288993, 'RIGHT_ASCENSION-DEG': 128.28877947367, 'SATELLITE_GCRS_KM': [-826.2204304198837, 5514.272009535233, 5135.088790396153], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 59.82532280594, 'AZIMUTH-DEG': 97.0957179646, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.2861508825, 'DECLINATION-DEG': 33.57147220385, 'DRA_COSDEC-DEG_PER_SEC': 0.10360417162, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2041342244, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-121.99047783650703, 4622.160757349485, 4381.545758686878], 'PHASE_ANGLE-DEG': 38.42324601017, 'RANGE-KM': 1363.636489021128, 'RANGE_RATE-KM_PER_SEC': -0.638878725717, 'RIGHT_ASCENSION-DEG': 128.30083608279, 'SATELLITE_GCRS_KM': [-826.1824093992512, 5513.795647058325, 5135.60505421059], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 59.82549989162, 'AZIMUTH-DEG': 97.09393244459, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.28615112804, 'DECLINATION-DEG': 33.57233567256, 'DRA_COSDEC-DEG_PER_SEC': 0.10360581978, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2041342594, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-121.99149484996914, 4622.1607282518, 4381.54576106679], 'PHASE_ANGLE-DEG': 38.4234620176, 'RANGE-KM': 1363.634561349864, 'RANGE_RATE-KM_PER_SEC': -0.638781552735, 'RIGHT_ASCENSION-DEG': 128.30121129392, 'SATELLITE_GCRS_KM': [-826.1812265489874, 5513.780827887513, 5135.621113139192], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 59.83117926097, 'AZIMUTH-DEG': 97.03652108701, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.28615894851, 'DECLINATION-DEG': 33.60009370447, 'DRA_COSDEC-DEG_PER_SEC': 0.10365881091, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.204135382, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-122.02418844196731, 4622.159792738933, 4381.545837573077], 'PHASE_ANGLE-DEG': 38.43041500364, 'RANGE-KM': 1363.572749376777, 'RANGE_RATE-KM_PER_SEC': -0.635657544088, 'RIGHT_ASCENSION-DEG': 128.3132782621, 'SATELLITE_GCRS_KM': [-826.143198203707, 5513.304416525353, 5136.137331317648], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 59.83135316638, 'AZIMUTH-DEG': 97.03475858622, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.28615918628, 'DECLINATION-DEG': 33.60094568427, 'DRA_COSDEC-DEG_PER_SEC': 0.10366043758, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2041354165, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-122.02519189512658, 4622.159764021898, 4381.545839921258], 'PHASE_ANGLE-DEG': 38.43062868743, 'RANGE-KM': 1363.570856996272, 'RANGE_RATE-KM_PER_SEC': -0.635561653115, 'RIGHT_ASCENSION-DEG': 128.31364878848, 'SATELLITE_GCRS_KM': [-826.142030900264, 5513.289793443504, 5136.153174726601], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 59.83700584056, 'AZIMUTH-DEG': 96.97732162195, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.28616686053, 'DECLINATION-DEG': 33.62870449093, 'DRA_COSDEC-DEG_PER_SEC': 0.10371344462, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2041365393, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-122.0578854801993, 4622.158828270677, 4381.54591642754], 'PHASE_ANGLE-DEG': 38.4375997954, 'RANGE-KM': 1363.509357383426, 'RANGE_RATE-KM_PER_SEC': -0.632437201471, 'RIGHT_ASCENSION-DEG': 128.32572612344, 'SATELLITE_GCRS_KM': [-826.1039952335532, 5512.813333220713, 5136.669347282094], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 59.83718126505, 'AZIMUTH-DEG': 96.97553450858, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.286172852, 'DECLINATION-DEG': 33.62956800782, 'DRA_COSDEC-DEG_PER_SEC': 0.10371716231, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.204136574, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-122.05890249334031, 4622.158799158157, 4381.545918807453], 'PHASE_ANGLE-DEG': 38.4378169305, 'RANGE-KM': 1363.507449149619, 'RANGE_RATE-KM_PER_SEC': -0.632352595409, 'RIGHT_ASCENSION-DEG': 128.32610197966, 'SATELLITE_GCRS_KM': [-826.102811927995, 5512.798511009976, 5136.6854033710615], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 59.84280720828, 'AZIMUTH-DEG': 96.91807203375, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.28617462471, 'DECLINATION-DEG': 33.65732757491, 'DRA_COSDEC-DEG_PER_SEC': 0.10376811668, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.204137697, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-122.0915960716911, 4622.15786316848, 4381.545995313726], 'PHASE_ANGLE-DEG': 38.44480615923, 'RANGE-KM': 1363.446262066867, 'RANGE_RATE-KM_PER_SEC': -0.629215108095, 'RIGHT_ASCENSION-DEG': 128.33818969749, 'SATELLITE_GCRS_KM': [-826.0647689373781, 5512.322001911235, 5137.201530280495], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 59.84297947311, 'AZIMUTH-DEG': 96.91630796745, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.28617485353, 'DECLINATION-DEG': 33.65817960131, 'DRA_COSDEC-DEG_PER_SEC': 0.10376974435, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.204137732, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-122.09259952443249, 4622.157834436811, 4381.545997661908], 'PHASE_ANGLE-DEG': 38.44502095512, 'RANGE-KM': 1363.444388867428, 'RANGE_RATE-KM_PER_SEC': -0.629119190037, 'RIGHT_ASCENSION-DEG': 128.33856086108, 'SATELLITE_GCRS_KM': [-826.0636011846608, 5512.307375830868, 5137.217370886759], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 59.84857867119, 'AZIMUTH-DEG': 96.85882009887, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.28618223483, 'DECLINATION-DEG': 33.68593991394, 'DRA_COSDEC-DEG_PER_SEC': 0.10382278315, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.204138854, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-122.12529309585426, 4622.15689820878, 4381.5460741681745], 'PHASE_ANGLE-DEG': 38.45202828878, 'RANGE-KM': 1363.383514232984, 'RANGE_RATE-KM_PER_SEC': -0.625993858519, 'RIGHT_ASCENSION-DEG': 128.35065896958, 'SATELLITE_GCRS_KM': [-826.025550873217, 5511.830817879053, 5137.733452165048], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 59.8487524314, 'AZIMUTH-DEG': 96.8570314054, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.28618246214, 'DECLINATION-DEG': 33.68680347719, 'DRA_COSDEC-DEG_PER_SEC': 0.10382443329, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2041388894, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-122.12631010857102, 4622.156869081429, 4381.5460765480875], 'PHASE_ANGLE-DEG': 38.4522465505, 'RANGE-KM': 1363.381625442072, 'RANGE_RATE-KM_PER_SEC': -0.625896630678, 'RIGHT_ASCENSION-DEG': 128.35103547237, 'SATELLITE_GCRS_KM': [-826.0243671121634, 5511.815992628973, 5137.749505413801], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 59.85432484871, 'AZIMUTH-DEG': 96.79951824021, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.28618969685, 'DECLINATION-DEG': 33.71456452087, 'DRA_COSDEC-DEG_PER_SEC': 0.10387748798, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2041400117, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-122.15900367316317, 4622.1559326149445, 4381.546153054346], 'PHASE_ANGLE-DEG': 38.45927198778, 'RANGE-KM': 1363.321063425718, 'RANGE_RATE-KM_PER_SEC': -0.622770862458, 'RIGHT_ASCENSION-DEG': 128.36314398762, 'SATELLITE_GCRS_KM': [-825.9863094777268, 5511.33938581108, 5138.26554103534], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 59.85449546993, 'AZIMUTH-DEG': 96.7977526213, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.28618991667, 'DECLINATION-DEG': 33.71541659218, 'DRA_COSDEC-DEG_PER_SEC': 0.10387911662, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.204140046, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-122.16000712548538, 4622.15590386864, 4381.546155402528], 'PHASE_ANGLE-DEG': 38.45948789474, 'RANGE-KM': 1363.319209412569, 'RANGE_RATE-KM_PER_SEC': -0.622674917643, 'RIGHT_ASCENSION-DEG': 128.36351578992, 'SATELLITE_GCRS_KM': [-825.9851412756419, 5511.324756730996, 5138.281378840212], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 59.86004109252, 'AZIMUTH-DEG': 96.74021427678, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.28619700467, 'DECLINATION-DEG': 33.74317835206, 'DRA_COSDEC-DEG_PER_SEC': 0.10393218718, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.204141169, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-122.19270068335305, 4622.154967163799, 4381.54623190878], 'PHASE_ANGLE-DEG': 38.46653141974, 'RANGE-KM': 1363.258959931837, 'RANGE_RATE-KM_PER_SEC': -0.61954871491, 'RIGHT_ASCENSION-DEG': 128.37563471974, 'SATELLITE_GCRS_KM': [-825.9470763212486, 5510.84810106932, 5138.797368820536], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 59.86021318539, 'AZIMUTH-DEG': 96.7384240164, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.28620298157, 'DECLINATION-DEG': 33.74404195991, 'DRA_COSDEC-DEG_PER_SEC': 0.10393594717, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.204141204, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-122.19371769564431, 4622.154938021616, 4381.546234288693], 'PHASE_ANGLE-DEG': 38.46675080702, 'RANGE-KM': 1363.257090589049, 'RANGE_RATE-KM_PER_SEC': -0.619464047539, 'RIGHT_ASCENSION-DEG': 128.3760118706, 'SATELLITE_GCRS_KM': [-825.9458921044031, 5510.833272779313, 5138.813419229756], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 59.86573197781, 'AZIMUTH-DEG': 96.68086059025, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.28620416405, 'DECLINATION-DEG': 33.77180442153, 'DRA_COSDEC-DEG_PER_SEC': 0.10398692474, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2041423265, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-122.2264112465769, 4622.154001078322, 4381.546310794938], 'PHASE_ANGLE-DEG': 38.47381241829, 'RANGE-KM': 1363.197153813266, 'RANGE_RATE-KM_PER_SEC': -0.616324824975, 'RIGHT_ASCENSION-DEG': 128.38814123114, 'SATELLITE_GCRS_KM': [-825.9078198275456, 5510.35656825973, 5139.329363544511], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 59.86590095239, 'AZIMUTH-DEG': 96.67909343193, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.28620437491, 'DECLINATION-DEG': 33.77265653594, 'DRA_COSDEC-DEG_PER_SEC': 0.10398855437, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.204142361, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-122.22741469847891, 4622.153972317385, 4381.546313143119], 'PHASE_ANGLE-DEG': 38.47402943527, 'RANGE-KM': 1363.195318991685, 'RANGE_RATE-KM_PER_SEC': -0.616228853774, 'RIGHT_ASCENSION-DEG': 128.38851367363, 'SATELLITE_GCRS_KM': [-825.9066511760084, 5510.341936180459, 5139.345198547435], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 59.87139290092, 'AZIMUTH-DEG': 96.62150504203, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.28621116921, 'DECLINATION-DEG': 33.8004196844, 'DRA_COSDEC-DEG_PER_SEC': 0.10404165665, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.204143484, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-122.26010824268246, 4622.153035135732, 4381.546389649358], 'PHASE_ANGLE-DEG': 38.48110911681, 'RANGE-KM': 1363.135694838036, 'RANGE_RATE-KM_PER_SEC': -0.613101788567, 'RIGHT_ASCENSION-DEG': 128.40065347273, 'SATELLITE_GCRS_KM': [-825.8685715800166, 5509.865182825811, 5139.861097211549], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 59.87156332335, 'AZIMUTH-DEG': 96.6197132283, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.28621137822, 'DECLINATION-DEG': 33.80128333496, 'DRA_COSDEC-DEG_PER_SEC': 0.10404330876, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2041435186, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-122.26112525444533, 4622.153005978719, 4381.5463920292705], 'PHASE_ANGLE-DEG': 38.48132962855, 'RANGE-KM': 1363.133844948997, 'RANGE_RATE-KM_PER_SEC': -0.613004506852, 'RIGHT_ASCENSION-DEG': 128.40103127314, 'SATELLITE_GCRS_KM': [-825.8673869077592, 5509.850351497531, 5139.877144779384], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 59.87702839273, 'AZIMUTH-DEG': 96.56209997306, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.28621802553, 'DECLINATION-DEG': 33.82904715577, 'DRA_COSDEC-DEG_PER_SEC': 0.10409642692, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2041446418, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-122.2938187918124, 4622.152068558616, 4381.546468535502], 'PHASE_ANGLE-DEG': 38.48842737881, 'RANGE-KM': 1363.074533586289, 'RANGE_RATE-KM_PER_SEC': -0.609877013637, 'RIGHT_ASCENSION-DEG': 128.413181527, 'SATELLITE_GCRS_KM': [-825.8292999900019, 5509.373549293703, 5140.3929977684975], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 59.87719571767, 'AZIMUTH-DEG': 96.56033128861, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.28621822726, 'DECLINATION-DEG': 33.82989931148, 'DRA_COSDEC-DEG_PER_SEC': 0.10409805748, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2041446758, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-122.29482224329523, 4622.152039783043, 4381.546470883682], 'PHASE_ANGLE-DEG': 38.48864550474, 'RANGE-KM': 1363.072717961459, 'RANGE_RATE-KM_PER_SEC': -0.609781016026, 'RIGHT_ASCENSION-DEG': 128.41355461113, 'SATELLITE_GCRS_KM': [-825.8281308888127, 5509.35891421583, 5140.408829968877], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 59.88263389438, 'AZIMUTH-DEG': 96.50269328652, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.28622472751, 'DECLINATION-DEG': 33.85766378971, 'DRA_COSDEC-DEG_PER_SEC': 0.10415119148, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2041457985, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-122.3275157737252, 4622.151102124582, 4381.546547389908], 'PHASE_ANGLE-DEG': 38.49576130761, 'RANGE-KM': 1363.013719306507, 'RANGE_RATE-KM_PER_SEC': -0.606653097186, 'RIGHT_ASCENSION-DEG': 128.42571532758, 'SATELLITE_GCRS_KM': [-825.7900366524156, 5508.88206318627, 5140.924637297291], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 59.88280264334, 'AZIMUTH-DEG': 96.50089993285, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.28622492739, 'DECLINATION-DEG': 33.85852748117, 'DRA_COSDEC-DEG_PER_SEC': 0.10415284458, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2041458334, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-122.32853278516443, 4622.151072952735, 4381.546549769819], 'PHASE_ANGLE-DEG': 38.49598294271, 'RANGE-KM': 1363.011888876502, 'RANGE_RATE-KM_PER_SEC': -0.606555788959, 'RIGHT_ASCENSION-DEG': 128.42609377905, 'SATELLITE_GCRS_KM': [-825.7888515249924, 5508.8672288196685, 5140.940682023771], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 59.88821389233, 'AZIMUTH-DEG': 96.4432372828, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.28623128036, 'DECLINATION-DEG': 33.88629260239, 'DRA_COSDEC-DEG_PER_SEC': 0.10420599441, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.204146956, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-122.36122630885698, 4622.150135055823, 4381.546626276038], 'PHASE_ANGLE-DEG': 38.50311679654, 'RANGE-KM': 1362.953203097523, 'RANGE_RATE-KM_PER_SEC': -0.603427446343, 'RIGHT_ASCENSION-DEG': 128.43826497437, 'SATELLITE_GCRS_KM': [-825.7507499674394, 5508.390328948504, 5141.456443669015], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 59.88837956461, 'AZIMUTH-DEG': 96.44146708585, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.28623147307, 'DECLINATION-DEG': 33.88714479746, 'DRA_COSDEC-DEG_PER_SEC': 0.10420762595, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2041469906, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-122.36222975992143, 4622.150106265614, 4381.546628624217], 'PHASE_ANGLE-DEG': 38.50333603029, 'RANGE-KM': 1362.951406675036, 'RANGE_RATE-KM_PER_SEC': -0.603331422689, 'RIGHT_ASCENSION-DEG': 128.43863870157, 'SATELLITE_GCRS_KM': [-825.7495804171946, 5508.375690874851, 5141.472273063746], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 59.89376387257, 'AZIMUTH-DEG': 96.38377990693, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.28623767875, 'DECLINATION-DEG': 33.91491054669, 'DRA_COSDEC-DEG_PER_SEC': 0.1042607916, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2041481133, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-122.3949232766718, 4622.149168130349, 4381.546705130429], 'PHASE_ANGLE-DEG': 38.51048791885, 'RANGE-KM': 1362.89303368846, 'RANGE_RATE-KM_PER_SEC': -0.600202658642, 'RIGHT_ASCENSION-DEG': 128.45082038361, 'SATELLITE_GCRS_KM': [-825.7114715416513, 5507.898742186099, 5141.987989039475], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 59.89393094507, 'AZIMUTH-DEG': 96.38198502691, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.28624362628, 'DECLINATION-DEG': 33.91577427722, 'DRA_COSDEC-DEG_PER_SEC': 0.1042645251, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.204148148, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-122.39594028768606, 4622.149138943668, 4381.546707510341], 'PHASE_ANGLE-DEG': 38.5107106762, 'RANGE-KM': 1362.891222722707, 'RANGE_RATE-KM_PER_SEC': -0.60011727028, 'RIGHT_ASCENSION-DEG': 128.45119948765, 'SATELLITE_GCRS_KM': [-825.7102859588609, 5507.883904781737, 5142.004030924034], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 59.89928827711, 'AZIMUTH-DEG': 96.32427341899, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.28624392774, 'DECLINATION-DEG': 33.94354063987, 'DRA_COSDEC-DEG_PER_SEC': 0.10431562717, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.204149271, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-122.42863379759335, 4622.148200569949, 4381.546784016546], 'PHASE_ANGLE-DEG': 38.51788059771, 'RANGE-KM': 1362.833162696672, 'RANGE_RATE-KM_PER_SEC': -0.596976140912, 'RIGHT_ASCENSION-DEG': 128.46339167268, 'SATELLITE_GCRS_KM': [-825.6721697631231, 5507.406907261849, 5142.519701205267], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 59.8994522938, 'AZIMUTH-DEG': 96.32250172267, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.28624411145, 'DECLINATION-DEG': 33.94439287262, 'DRA_COSDEC-DEG_PER_SEC': 0.10431725971, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2041493054, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-122.42963724823609, 4622.148171765108, 4381.546786364724], 'PHASE_ANGLE-DEG': 38.51810093819, 'RANGE-KM': 1362.831385481493, 'RANGE_RATE-KM_PER_SEC': -0.59688009162, 'RIGHT_ASCENSION-DEG': 128.46376604451, 'SATELLITE_GCRS_KM': [-825.6709997636789, 5507.392266190609, 5142.535527796301], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 59.90478263686, 'AZIMUTH-DEG': 96.26476580523, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.28625002215, 'DECLINATION-DEG': 33.97215983377, 'DRA_COSDEC-DEG_PER_SEC': 0.10437045697, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.204150428, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-122.46233075140421, 4622.14723315303, 4381.546862870922], 'PHASE_ANGLE-DEG': 38.52528887634, 'RANGE-KM': 1362.773638331716, 'RANGE_RATE-KM_PER_SEC': -0.593750491089, 'RIGHT_ASCENSION-DEG': 128.47596874042, 'SATELLITE_GCRS_KM': [-825.6328762508227, 5506.91521986244, 5143.051152397976], 'TLE-DATE': '2024-03-08 00:36:11'}"
