"{'ALTITUDE-DEG': 52.57456618871, 'AZIMUTH-DEG': 145.61229807563, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.25240274319, 'DECLINATION-DEG': 10.72911937881, 'DRA_COSDEC-DEG_PER_SEC': 0.04706944982, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.206143484, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-259.92915669255717, 4616.1517317881235, 4381.868893696147], 'PHASE_ANGLE-DEG': 46.46813572295, 'RANGE-KM': 1456.799794846868, 'RANGE_RATE-KM_PER_SEC': -3.180408457442, 'RIGHT_ASCENSION-DEG': 113.77006253882, 'SATELLITE_GCRS_KM': [-836.852282236365, 5926.064838653604, 4653.075460616411], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.48665920034, 'AZIMUTH-DEG': 143.3280556754, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26105170287, 'DECLINATION-DEG': 13.03979100712, 'DRA_COSDEC-DEG_PER_SEC': 0.04987066472, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.20624765, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-262.9585129316633, 4615.973422765407, 4381.875986347798], 'PHASE_ANGLE-DEG': 46.03735215181, 'RANGE-KM': 1429.139013799328, 'RANGE_RATE-KM_PER_SEC': -2.964293926142, 'RIGHT_ASCENSION-DEG': 114.2157684532, 'SATELLITE_GCRS_KM': [-834.0383672591771, 5885.748982824365, 4704.329312926313], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.50798666195, 'AZIMUTH-DEG': 143.30096424706, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.2611468249, 'DECLINATION-DEG': 13.06589572428, 'DRA_COSDEC-DEG_PER_SEC': 0.0499026428, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2062488077, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-262.9921648654149, 4615.971430795891, 4381.876065137721], 'PHASE_ANGLE-DEG': 46.03295942312, 'RANGE-KM': 1428.842767552992, 'RANGE_RATE-KM_PER_SEC': -2.961822008852, 'RIGHT_ASCENSION-DEG': 114.22088833622, 'SATELLITE_GCRS_KM': [-834.0067608181616, 5885.2986683073705, 4704.89672966075], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.52932400222, 'AZIMUTH-DEG': 143.27382197103, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26124195936, 'DECLINATION-DEG': 13.09202046137, 'DRA_COSDEC-DEG_PER_SEC': 0.04993465281, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2062499654, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-263.02583032657174, 4615.969437779294, 4381.876143959325], 'PHASE_ANGLE-DEG': 46.02857405406, 'RANGE-KM': 1428.546649462257, 'RANGE_RATE-KM_PER_SEC': -2.959347531885, 'RIGHT_ASCENSION-DEG': 114.22601410656, 'SATELLITE_GCRS_KM': [-833.9751340341473, 5884.8481187768175, 4705.464331623317], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.55065403407, 'AZIMUTH-DEG': 143.24665060788, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26133702948, 'DECLINATION-DEG': 13.11814419833, 'DRA_COSDEC-DEG_PER_SEC': 0.04996666899, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2062511225, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-263.0594822312686, 4615.967445318992, 4381.876222749198], 'PHASE_ANGLE-DEG': 46.02419958883, 'RANGE-KM': 1428.250897912019, 'RANGE_RATE-KM_PER_SEC': -2.956872485102, 'RIGHT_ASCENSION-DEG': 114.23114164456, 'SATELLITE_GCRS_KM': [-833.9435123518413, 5884.3976967058725, 4706.031662170484], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.57199390332, 'AZIMUTH-DEG': 143.21942821375, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26143211164, 'DECLINATION-DEG': 13.14428795761, 'DRA_COSDEC-DEG_PER_SEC': 0.04999871713, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.20625228, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-263.0931476633546, 4615.96545181141, 4381.876301570753], 'PHASE_ANGLE-DEG': 46.01983252293, 'RANGE-KM': 1427.955275030216, 'RANGE_RATE-KM_PER_SEC': -2.954394877037, 'RIGHT_ASCENSION-DEG': 114.23627508101, 'SATELLITE_GCRS_KM': [-833.911870321059, 5883.947039587406, 4706.5991778993575], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.59332642077, 'AZIMUTH-DEG': 143.19217661332, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26152712921, 'DECLINATION-DEG': 13.17043070386, 'DRA_COSDEC-DEG_PER_SEC': 0.05003077144, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2062534373, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-263.1267995388864, 4615.96345886033, 4381.876380360576], 'PHASE_ANGLE-DEG': 46.01547638582, 'RANGE-KM': 1427.660018802673, 'RANGE_RATE-KM_PER_SEC': -2.951916701175, 'RIGHT_ASCENSION-DEG': 114.2414102901, 'SATELLITE_GCRS_KM': [-833.8802333985657, 5883.496509980095, 4707.166422237147], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.61466873415, 'AZIMUTH-DEG': 143.16487379774, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26162215843, 'DECLINATION-DEG': 13.19659347487, 'DRA_COSDEC-DEG_PER_SEC': 0.05006285771, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.206254595, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-263.1604649419997, 4615.961464861759, 4381.876459182081], 'PHASE_ANGLE-DEG': 46.01112768775, 'RANGE-KM': 1427.364891755363, 'RANGE_RATE-KM_PER_SEC': -2.949435962346, 'RIGHT_ASCENSION-DEG': 114.24655140885, 'SATELLITE_GCRS_KM': [-833.8485761224936, 5883.0457452890905, 4707.733851712922], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.63600365208, 'AZIMUTH-DEG': 143.13754165627, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.2617171227, 'DECLINATION-DEG': 13.22275521983, 'DRA_COSDEC-DEG_PER_SEC': 0.05009495015, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.206255752, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-263.19411678846217, 4615.959471419894, 4381.876537971856], 'PHASE_ANGLE-DEG': 46.00678994345, 'RANGE-KM': 1427.070131476424, 'RANGE_RATE-KM_PER_SEC': -2.946954656507, 'RIGHT_ASCENSION-DEG': 114.25169430522, 'SATELLITE_GCRS_KM': [-833.8169239611061, 5882.59510816191, 4708.301009820566], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.65734832417, 'AZIMUTH-DEG': 143.11015811484, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.2618120983, 'DECLINATION-DEG': 13.24893699187, 'DRA_COSDEC-DEG_PER_SEC': 0.05012707457, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2062569098, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-263.22778216238635, 4615.957476930345, 4381.876616793312], 'PHASE_ANGLE-DEG': 46.00245967794, 'RANGE-KM': 1426.775500889996, 'RANGE_RATE-KM_PER_SEC': -2.944470786669, 'RIGHT_ASCENSION-DEG': 114.25684312246, 'SATELLITE_GCRS_KM': [-833.7852514402891, 5882.1442359155235, 4708.8683530217895], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.678685557, 'AZIMUTH-DEG': 143.08274512734, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26190700869, 'DECLINATION-DEG': 13.27511772489, 'DRA_COSDEC-DEG_PER_SEC': 0.05015920516, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.206258067, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-263.26143397987636, 4615.955482997689, 4381.876695583038], 'PHASE_ANGLE-DEG': 45.99814039115, 'RANGE-KM': 1426.481237184832, 'RANGE_RATE-KM_PER_SEC': -2.941986351615, 'RIGHT_ASCENSION-DEG': 114.26199372235, 'SATELLITE_GCRS_KM': [-833.753584041095, 5881.693491283898, 4709.435424879892], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.70003250188, 'AZIMUTH-DEG': 143.05528055436, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26200193007, 'DECLINATION-DEG': 13.30131848723, 'DRA_COSDEC-DEG_PER_SEC': 0.05019136776, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2062592246, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-263.2950993247112, 4615.953488017162, 4381.876774404445], 'PHASE_ANGLE-DEG': 45.99382862295, 'RANGE-KM': 1426.187103685103, 'RANGE_RATE-KM_PER_SEC': -2.939499351578, 'RIGHT_ASCENSION-DEG': 114.26715025434, 'SATELLITE_GCRS_KM': [-833.7218962769208, 5881.24251149807, 4710.002681786482], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.72137196341, 'AZIMUTH-DEG': 143.0277864147, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26209678593, 'DECLINATION-DEG': 13.32751819743, 'DRA_COSDEC-DEG_PER_SEC': 0.05022353653, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2062603817, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-263.3287511131165, 4615.95149359372, 4381.8768531941205], 'PHASE_ANGLE-DEG': 45.98952785841, 'RANGE-KM': 1425.893337179982, 'RANGE_RATE-KM_PER_SEC': -2.937011787623, 'RIGHT_ASCENSION-DEG': 114.27230857402, 'SATELLITE_GCRS_KM': [-833.6902136412517, 5880.7916593790305, 4710.56966737361], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.74272109457, 'AZIMUTH-DEG': 143.00024050339, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.2621916524, 'DECLINATION-DEG': 13.35373793908, 'DRA_COSDEC-DEG_PER_SEC': 0.05025573734, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2062615394, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-263.36241642885216, 4615.949498122209, 4381.876932015479], 'PHASE_ANGLE-DEG': 45.98523465235, 'RANGE-KM': 1425.599701393687, 'RANGE_RATE-KM_PER_SEC': -2.93452165716, 'RIGHT_ASCENSION-DEG': 114.27747283704, 'SATELLITE_GCRS_KM': [-833.6585106348283, 5880.340572071372, 4711.136837963455], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.76406269809, 'AZIMUTH-DEG': 142.97266490429, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26228645298, 'DECLINATION-DEG': 13.37995661545, 'DRA_COSDEC-DEG_PER_SEC': 0.05028794427, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2062626965, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-263.3960681880657, 4615.94750320799, 4381.877010805106], 'PHASE_ANGLE-DEG': 45.98095247486, 'RANGE-KM': 1425.306432714738, 'RANGE_RATE-KM_PER_SEC': -2.932030963524, 'RIGHT_ASCENSION-DEG': 114.28263889281, 'SATELLITE_GCRS_KM': [-833.626812763622, 5879.889612482015, 4711.703737258191], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.78541392855, 'AZIMUTH-DEG': 142.94503734652, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26238126391, 'DECLINATION-DEG': 13.4061953254, 'DRA_COSDEC-DEG_PER_SEC': 0.0503201833, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.206263854, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-263.4297334747978, 4615.945507245492, 4381.877089626415], 'PHASE_ANGLE-DEG': 45.97667789571, 'RANGE-KM': 1425.013295267701, 'RANGE_RATE-KM_PER_SEC': -2.929537703175, 'RIGHT_ASCENSION-DEG': 114.28781090324, 'SATELLITE_GCRS_KM': [-833.595094516596, 5879.438417668431, 4712.270821511221], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.8067661761, 'AZIMUTH-DEG': 142.91736884137, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26248134594, 'DECLINATION-DEG': 13.43244351725, 'DRA_COSDEC-DEG_PER_SEC': 0.05035346197, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.206265012, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-263.46339874686794, 4615.94351103746, 4381.877168447698], 'PHASE_ANGLE-DEG': 45.97241265624, 'RANGE-KM': 1424.720407274854, 'RANGE_RATE-KM_PER_SEC': -2.927101881046, 'RIGHT_ASCENSION-DEG': 114.2929867943, 'SATELLITE_GCRS_KM': [-833.5633686476823, 5878.9871690968175, 4712.837862580039], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.82811082913, 'AZIMUTH-DEG': 142.88967046589, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26257076329, 'DECLINATION-DEG': 13.458690624, 'DRA_COSDEC-DEG_PER_SEC': 0.05038470569, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.206266169, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-263.49705046242894, 4615.941515387016, 4381.877247237252], 'PHASE_ANGLE-DEG': 45.96815848272, 'RANGE-KM': 1424.427886557832, 'RANGE_RATE-KM_PER_SEC': -2.924547490146, 'RIGHT_ASCENSION-DEG': 114.2981644857, 'SATELLITE_GCRS_KM': [-833.5316479237927, 5878.536048320799, 4713.40463239028], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.84946504443, 'AZIMUTH-DEG': 142.86191984999, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26266548958, 'DECLINATION-DEG': 13.48495776727, 'DRA_COSDEC-DEG_PER_SEC': 0.05041700206, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2062673266, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-263.53071570548605, 4615.939518687998, 4381.877326058487], 'PHASE_ANGLE-DEG': 45.96391196749, 'RANGE-KM': 1424.135497843926, 'RANGE_RATE-KM_PER_SEC': -2.922049534183, 'RIGHT_ASCENSION-DEG': 114.30334814874, 'SATELLITE_GCRS_KM': [-833.4999068158387, 5878.084692269172, 4713.971587089803], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.87081162036, 'AZIMUTH-DEG': 142.83413924143, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26276545414, 'DECLINATION-DEG': 13.51122381218, 'DRA_COSDEC-DEG_PER_SEC': 0.05045032708, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.206268484, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-263.5643673919385, 4615.937522546771, 4381.87740484799], 'PHASE_ANGLE-DEG': 45.95967654311, 'RANGE-KM': 1423.843476517576, 'RANGE_RATE-KM_PER_SEC': -2.919609872254, 'RIGHT_ASCENSION-DEG': 114.30853361723, 'SATELLITE_GCRS_KM': [-833.4681708595815, 5877.633464064106, 4714.538270555794], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.89216771516, 'AZIMUTH-DEG': 142.80630620356, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26285481833, 'DECLINATION-DEG': 13.53750989561, 'DRA_COSDEC-DEG_PER_SEC': 0.05048163919, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2062696414, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-263.59803260576876, 4615.935525356779, 4381.877483669175], 'PHASE_ANGLE-DEG': 45.955448817, 'RANGE-KM': 1423.551587707278, 'RANGE_RATE-KM_PER_SEC': -2.917049933346, 'RIGHT_ASCENSION-DEG': 114.31372506875, 'SATELLITE_GCRS_KM': [-833.4364145134726, 5877.182000546878, 4715.10513886796], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.91351612545, 'AZIMUTH-DEG': 142.77844305035, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26294942042, 'DECLINATION-DEG': 13.56379486726, 'DRA_COSDEC-DEG_PER_SEC': 0.05051397993, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.206270798, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-263.6316842632094, 4615.933528724766, 4381.877562458631], 'PHASE_ANGLE-DEG': 45.95123220666, 'RANGE-KM': 1423.260066396844, 'RANGE_RATE-KM_PER_SEC': -2.914548289343, 'RIGHT_ASCENSION-DEG': 114.31891833081, 'SATELLITE_GCRS_KM': [-833.4046633257205, 5876.730664928803, 4715.671735969622], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.93487401085, 'AZIMUTH-DEG': 142.7505272783, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26304930412, 'DECLINATION-DEG': 13.59009987928, 'DRA_COSDEC-DEG_PER_SEC': 0.05054736204, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2062719557, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-263.66534944790885, 4615.931531043793, 4381.877641279765], 'PHASE_ANGLE-DEG': 45.94702333461, 'RANGE-KM': 1422.968678116692, 'RANGE_RATE-KM_PER_SEC': -2.912102533171, 'RIGHT_ASCENSION-DEG': 114.32411758729, 'SATELLITE_GCRS_KM': [-833.3728917426963, 5876.279093963579, 4716.238517872353], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.95622416642, 'AZIMUTH-DEG': 142.72258126757, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26313857553, 'DECLINATION-DEG': 13.61640376617, 'DRA_COSDEC-DEG_PER_SEC': 0.05057873185, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2062731134, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-263.6990010762245, 4615.929533920996, 4381.87772006917], 'PHASE_ANGLE-DEG': 45.94282560318, 'RANGE-KM': 1422.677657447281, 'RANGE_RATE-KM_PER_SEC': -2.909539302746, 'RIGHT_ASCENSION-DEG': 114.32931865947, 'SATELLITE_GCRS_KM': [-833.3411253249246, 5875.8276509478865, 4716.805028590315], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.97758375293, 'AZIMUTH-DEG': 142.69458244793, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26323312816, 'DECLINATION-DEG': 13.64272769507, 'DRA_COSDEC-DEG_PER_SEC': 0.05061114305, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.206274271, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-263.73266623178716, 4615.927535749045, 4381.877798890258], 'PHASE_ANGLE-DEG': 45.93863565017, 'RANGE-KM': 1422.386770323731, 'RANGE_RATE-KM_PER_SEC': -2.907031958902, 'RIGHT_ASCENSION-DEG': 114.33452573744, 'SATELLITE_GCRS_KM': [-833.309338505969, 5875.37597255233, 4717.371724061512], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 54.99893556409, 'AZIMUTH-DEG': 142.66655326579, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26333289145, 'DECLINATION-DEG': 13.66905048542, 'DRA_COSDEC-DEG_PER_SEC': 0.05064457149, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.206275428, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-263.76631783087106, 4615.925538135472, 4381.877877679612], 'PHASE_ANGLE-DEG': 45.93445686263, 'RANGE-KM': 1422.096250921517, 'RANGE_RATE-KM_PER_SEC': -2.904582366834, 'RIGHT_ASCENSION-DEG': 114.33973463628, 'SATELLITE_GCRS_KM': [-833.2775568590315, 5874.924422156693, 4717.938148373685], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 55.0202967618, 'AZIMUTH-DEG': 142.63847108374, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.2634274247, 'DECLINATION-DEG': 13.6953933195, 'DRA_COSDEC-DEG_PER_SEC': 0.05067703697, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.206276586, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-263.79998295739085, 4615.9235394725365, 4381.877956500651], 'PHASE_ANGLE-DEG': 45.93028589361, 'RANGE-KM': 1421.80586557981, 'RANGE_RATE-KM_PER_SEC': -2.902072086687, 'RIGHT_ASCENSION-DEG': 114.34494955237, 'SATELLITE_GCRS_KM': [-833.2457548057569, 5874.472636346204, 4718.50475739395], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 55.04165013832, 'AZIMUTH-DEG': 142.61035841502, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26351653205, 'DECLINATION-DEG': 13.72173500144, 'DRA_COSDEC-DEG_PER_SEC': 0.05070846545, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.206277743, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-263.8336345273368, 4615.921541368184, 4381.878035289956], 'PHASE_ANGLE-DEG': 45.92612611493, 'RANGE-KM': 1421.515848070639, 'RANGE_RATE-KM_PER_SEC': -2.899502559174, 'RIGHT_ASCENSION-DEG': 114.35016629447, 'SATELLITE_GCRS_KM': [-833.2139579309858, 5874.020978587681, 4719.071095278945], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 55.06301285674, 'AZIMUTH-DEG': 142.5821925546, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26361096553, 'DECLINATION-DEG': 13.7480967288, 'DRA_COSDEC-DEG_PER_SEC': 0.05074095328, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2062789006, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-263.867299624602, 4615.919542214275, 4381.878114110944], 'PHASE_ANGLE-DEG': 45.92197419491, 'RANGE-KM': 1421.225965136181, 'RANGE_RATE-KM_PER_SEC': -2.89698895779, 'RIGHT_ASCENSION-DEG': 114.35538906534, 'SATELLITE_GCRS_KM': [-833.1821406442616, 5873.569085378305, 4719.637617828225], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 55.08436770789, 'AZIMUTH-DEG': 142.55399608284, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26371065466, 'DECLINATION-DEG': 13.7744572904, 'DRA_COSDEC-DEG_PER_SEC': 0.05077447632, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.206280058, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-263.90095116550685, 4615.9175436191335, 4381.878192900201], 'PHASE_ANGLE-DEG': 45.91783349006, 'RANGE-KM': 1420.936450145179, 'RANGE_RATE-KM_PER_SEC': -2.894533153014, 'RIGHT_ASCENSION-DEG': 114.36061366738, 'SATELLITE_GCRS_KM': [-833.1503285429208, 5873.1173202728905, 4720.20386926598], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 55.10573185596, 'AZIMUTH-DEG': 142.52574622692, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26379970367, 'DECLINATION-DEG': 13.800837899, 'DRA_COSDEC-DEG_PER_SEC': 0.05080597336, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2062812154, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-263.93461623361253, 4615.915543974248, 4381.878271721139], 'PHASE_ANGLE-DEG': 45.91370068408, 'RANGE-KM': 1420.647070243531, 'RANGE_RATE-KM_PER_SEC': -2.891958073782, 'RIGHT_ASCENSION-DEG': 114.36584430969, 'SATELLITE_GCRS_KM': [-833.1184960236501, 5872.665319681219, 4720.770305323544], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 55.12708809038, 'AZIMUTH-DEG': 142.49746563456, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.26389400811, 'DECLINATION-DEG': 13.82721732807, 'DRA_COSDEC-DEG_PER_SEC': 0.05083850565, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2062823726, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-263.96826774536726, 4615.913544888328, 4381.878350510347], 'PHASE_ANGLE-DEG': 45.90957911811, 'RANGE-KM': 1420.358058396737, 'RANGE_RATE-KM_PER_SEC': -2.889440793508, 'RIGHT_ASCENSION-DEG': 114.37107678836, 'SATELLITE_GCRS_KM': [-833.0866686968524, 5872.213447246555, 4721.3364702919935], 'TLE-DATE': '2024-03-08 00:36:11'}"
